"age","year","offence","no"
"50–54",2017,"Offences against justice procedures",152
"50–54",2017,"Miscellaneous offences",7
"50–54",2018,"Homicide and related offences",303
"50–54",2018,"Acts intended to cause injury",339
"50–54",2018,"Sexual assault and related offences",537
"50–54",2018,"Dangerous or negligent acts endangering persons",38
"50–54",2018,"Abduction, harassment and other offences against the person",18
"50–54",2018,"Robbery, extortion and related offences",62
"50–54",2018,"Unlawful entry with intent",124
"50–54",2018,"Theft and related offences",61
"50–54",2018,"Fraud, deception and related offences",60
"50–54",2018,"Illicit drug offences",433
"50–54",2018,"Prohibited and regulated weapons and explosives offences",24
"50–54",2018,"Property damage and environmental pollution",32
"50–54",2018,"Public order offences",12
"50–54",2018,"Traffic and vehicle regulatory offences",39
"50–54",2018,"Offences against justice procedures",150
"50–54",2018,"Miscellaneous offences",5
"50–54",2019,"Homicide and related offences",315
"50–54",2019,"Acts intended to cause injury",392
"50–54",2019,"Sexual assault and related offences",572
"50–54",2019,"Dangerous or negligent acts endangering persons",60
"50–54",2019,"Abduction, harassment and other offences against the person",23
"50–54",2019,"Robbery, extortion and related offences",68
"50–54",2019,"Unlawful entry with intent",139
"50–54",2019,"Theft and related offences",45
"50–54",2019,"Fraud, deception and related offences",66
"50–54",2019,"Illicit drug offences",405
"50–54",2019,"Prohibited and regulated weapons and explosives offences",23
"50–54",2019,"Property damage and environmental pollution",26
"50–54",2019,"Public order offences",10
"50–54",2019,"Traffic and vehicle regulatory offences",33
"50–54",2019,"Offences against justice procedures",143
"50–54",2019,"Miscellaneous offences",8
"50–54",2020,"Homicide and related offences",330
"50–54",2020,"Acts intended to cause injury",385
"50–54",2020,"Sexual assault and related offences",576
"50–54",2020,"Dangerous or negligent acts endangering persons",53
"50–54",2020,"Abduction, harassment and other offences against the person",24
"50–54",2020,"Robbery, extortion and related offences",57
"50–54",2020,"Unlawful entry with intent",133
"50–54",2020,"Theft and related offences",34
"50–54",2020,"Fraud, deception and related offences",55
"50–54",2020,"Illicit drug offences",372
"50–54",2020,"Prohibited and regulated weapons and explosives offences",19
"50–54",2020,"Property damage and environmental pollution",35
"50–54",2020,"Public order offences",4
"50–54",2020,"Traffic and vehicle regulatory offences",15
"50–54",2020,"Offences against justice procedures",128
"50–54",2020,"Miscellaneous offences",3
"55–59",2011,"Homicide and related offences",159
"55–59",2011,"Acts intended to cause injury",61
"55–59",2011,"Sexual assault and related offences",266
"55–59",2011,"Robbery, extortion and related offences",18
"55–59",2011,"Unlawful entry with intent",15
"55–59",2011,"Illicit drug offences",165
"55–59",2011,"Theft and related offences",19
"55–59",2011,"Miscellaneous offences",176
"55–59",2012,"Homicide and related offences",170
"55–59",2012,"Acts intended to cause injury",60
"55–59",2012,"Sexual assault and related offences",280
"55–59",2012,"Robbery, extortion and related offences",23
"55–59",2012,"Unlawful entry with intent",19
"55–59",2012,"Theft and related offences",18
"55–59",2012,"Illicit drug offences",178
"55–59",2012,"Offences against justice procedures",54
"55–59",2012,"Miscellaneous offences",104
"55–59",2013,"Homicide and related offences",184
"55–59",2013,"Acts intended to cause injury",59
"55–59",2013,"Sexual assault and related offences",264
"55–59",2013,"Dangerous or negligent acts endangering persons",14
"55–59",2013,"Abduction, harassment and other offences against the person",6
"55–59",2013,"Robbery, extortion and related offences",19
"55–59",2013,"Unlawful entry with intent",33
"55–59",2013,"Theft and related offences",24
"55–59",2013,"Fraud, deception and related offences",46
"55–59",2013,"Illicit drug offences",199
"55–59",2013,"Prohibited and regulated weapons and explosives offences",4
"55–59",2013,"Property damage and environmental pollution",12
"55–59",2013,"Public order offences",5
"55–59",2013,"Traffic and vehicle regulatory offences",27
"55–59",2013,"Offences against justice procedures",43
"55–59",2013,"Miscellaneous offences",4
"55–59",2014,"Homicide and related offences",188
"55–59",2014,"Acts intended to cause injury",75
"55–59",2014,"Sexual assault and related offences",296
"55–59",2014,"Dangerous or negligent acts endangering persons",5
"55–59",2014,"Abduction, harassment and other offences against the person",4
"55–59",2014,"Robbery, extortion and related offences",22
"55–59",2014,"Unlawful entry with intent",31
"55–59",2014,"Theft and related offences",21
"55–59",2014,"Fraud, deception and related offences",43
"55–59",2014,"Illicit drug offences",229
"55–59",2014,"Prohibited and regulated weapons and explosives offences",11
"55–59",2014,"Property damage and environmental pollution",13
"55–59",2014,"Public order offences",5
"55–59",2014,"Traffic and vehicle regulatory offences",27
"55–59",2014,"Offences against justice procedures",64
"55–59",2014,"Miscellaneous offences",6
"55–59",2015,"Homicide and related offences",183
"55–59",2015,"Acts intended to cause injury",95
"55–59",2015,"Sexual assault and related offences",348
"55–59",2015,"Dangerous or negligent acts endangering persons",13
"55–59",2015,"Abduction, harassment and other offences against the person",8
"55–59",2015,"Robbery, extortion and related offences",17
"55–59",2015,"Unlawful entry with intent",21
"55–59",2015,"Theft and related offences",14
"55–59",2015,"Fraud, deception and related offences",42
"55–59",2015,"Illicit drug offences",241
"55–59",2015,"Prohibited and regulated weapons and explosives offences",14
"55–59",2015,"Property damage and environmental pollution",9
"55–59",2015,"Public order offences",6
"55–59",2015,"Traffic and vehicle regulatory offences",27
"55–59",2015,"Offences against justice procedures",58
"55–59",2015,"Miscellaneous offences",10
"55–59",2016,"Homicide and related offences",202
"55–59",2016,"Acts intended to cause injury",93
"55–59",2016,"Sexual assault and related offences",363
"55–59",2016,"Dangerous or negligent acts endangering persons",13
"55–59",2016,"Abduction, harassment and other offences against the person",9
"55–59",2016,"Robbery, extortion and related offences",27
"55–59",2016,"Unlawful entry with intent",28
"55–59",2016,"Theft and related offences",18
"55–59",2016,"Fraud, deception and related offences",52
"55–59",2016,"Illicit drug offences",237
"55–59",2016,"Prohibited and regulated weapons and explosives offences",7
"55–59",2016,"Property damage and environmental pollution",5
"55–59",2016,"Public order offences",8
"55–59",2016,"Traffic and vehicle regulatory offences",19
"55–59",2016,"Offences against justice procedures",68
"55–59",2016,"Miscellaneous offences",5
"55–59",2017,"Homicide and related offences",195
"55–59",2017,"Acts intended to cause injury",139
"55–59",2017,"Sexual assault and related offences",390
"55–59",2017,"Dangerous or negligent acts endangering persons",17
"55–59",2017,"Abduction, harassment and other offences against the person",22
"55–59",2017,"Robbery, extortion and related offences",25
"55–59",2017,"Unlawful entry with intent",33
"55–59",2017,"Theft and related offences",15
"55–59",2017,"Fraud, deception and related offences",65
"55–59",2017,"Illicit drug offences",249
"55–59",2017,"Prohibited and regulated weapons and explosives offences",8
"55–59",2017,"Property damage and environmental pollution",17
"55–59",2017,"Public order offences",3
"55–59",2017,"Traffic and vehicle regulatory offences",15
"55–59",2017,"Offences against justice procedures",63
"55–59",2017,"Miscellaneous offences",9
"55–59",2018,"Homicide and related offences",211
"55–59",2018,"Acts intended to cause injury",150
"55–59",2018,"Sexual assault and related offences",403
"55–59",2018,"Dangerous or negligent acts endangering persons",29
"55–59",2018,"Abduction, harassment and other offences against the person",14
"55–59",2018,"Robbery, extortion and related offences",30
"55–59",2018,"Unlawful entry with intent",29
"55–59",2018,"Theft and related offences",21
"55–59",2018,"Fraud, deception and related offences",70
"55–59",2018,"Illicit drug offences",252
"55–59",2018,"Prohibited and regulated weapons and explosives offences",19
"55–59",2018,"Property damage and environmental pollution",12
"55–59",2018,"Public order offences",3
"55–59",2018,"Traffic and vehicle regulatory offences",17
"55–59",2018,"Offences against justice procedures",65
"55–59",2018,"Miscellaneous offences",9
"55–59",2019,"Homicide and related offences",227
"55–59",2019,"Acts intended to cause injury",163
"55–59",2019,"Sexual assault and related offences",449
"55–59",2019,"Dangerous or negligent acts endangering persons",13
"55–59",2019,"Abduction, harassment and other offences against the person",17
"55–59",2019,"Robbery, extortion and related offences",28
"55–59",2019,"Unlawful entry with intent",41
"55–59",2019,"Theft and related offences",19
"55–59",2019,"Fraud, deception and related offences",78
"55–59",2019,"Illicit drug offences",276
"55–59",2019,"Prohibited and regulated weapons and explosives offences",10
"55–59",2019,"Property damage and environmental pollution",17
"55–59",2019,"Public order offences",9
"55–59",2019,"Traffic and vehicle regulatory offences",23
"55–59",2019,"Offences against justice procedures",50
"55–59",2019,"Miscellaneous offences",7
"55–59",2020,"Homicide and related offences",236
"55–59",2020,"Acts intended to cause injury",138
"55–59",2020,"Sexual assault and related offences",474
"55–59",2020,"Dangerous or negligent acts endangering persons",16
"55–59",2020,"Abduction, harassment and other offences against the person",19
"55–59",2020,"Robbery, extortion and related offences",23
"55–59",2020,"Unlawful entry with intent",42
"55–59",2020,"Theft and related offences",25
"55–59",2020,"Fraud, deception and related offences",58
"55–59",2020,"Illicit drug offences",251
"55–59",2020,"Prohibited and regulated weapons and explosives offences",9
"55–59",2020,"Property damage and environmental pollution",12
"55–59",2020,"Public order offences",3
"55–59",2020,"Traffic and vehicle regulatory offences",13
"55–59",2020,"Offences against justice procedures",47
"55–59",2020,"Miscellaneous offences",3
"60–64",2011,"Homicide and related offences",93
"60–64",2011,"Acts intended to cause injury",29
"60–64",2011,"Sexual assault and related offences",242
"60–64",2011,"Robbery, extortion and related offences",5
"60–64",2011,"Unlawful entry with intent",4
"60–64",2011,"Illicit drug offences",87
"60–64",2011,"Theft and related offences",7
"60–64",2011,"Miscellaneous offences",82
"60–64",2012,"Homicide and related offences",94
"60–64",2012,"Acts intended to cause injury",24
"60–64",2012,"Sexual assault and related offences",236
"60–64",2012,"Robbery, extortion and related offences",8
"60–64",2012,"Unlawful entry with intent",5
"60–64",2012,"Theft and related offences",8
"60–64",2012,"Illicit drug offences",91
"60–64",2012,"Offences against justice procedures",24
"60–64",2012,"Miscellaneous offences",80
"60–64",2013,"Homicide and related offences",103
"60–64",2013,"Acts intended to cause injury",29
"60–64",2013,"Sexual assault and related offences",247
"60–64",2013,"Dangerous or negligent acts endangering persons",4
"60–64",2013,"Abduction, harassment and other offences against the person",3
"60–64",2013,"Robbery, extortion and related offences",6
"60–64",2013,"Unlawful entry with intent",5
"60–64",2013,"Theft and related offences",7
"60–64",2013,"Fraud, deception and related offences",44
"60–64",2013,"Illicit drug offences",107
"60–64",2013,"Prohibited and regulated weapons and explosives offences",6
"60–64",2013,"Property damage and environmental pollution",3
"60–64",2013,"Public order offences",5
"60–64",2013,"Traffic and vehicle regulatory offences",8
"60–64",2013,"Offences against justice procedures",28
"60–64",2013,"Miscellaneous offences",3
"60–64",2014,"Homicide and related offences",100
"60–64",2014,"Acts intended to cause injury",34
"60–64",2014,"Sexual assault and related offences",254
"60–64",2014,"Dangerous or negligent acts endangering persons",0
"60–64",2014,"Abduction, harassment and other offences against the person",3
"60–64",2014,"Robbery, extortion and related offences",6
"60–64",2014,"Unlawful entry with intent",11
"60–64",2014,"Theft and related offences",9
"60–64",2014,"Fraud, deception and related offences",44
"60–64",2014,"Illicit drug offences",115
"60–64",2014,"Prohibited and regulated weapons and explosives offences",6
"60–64",2014,"Property damage and environmental pollution",3
"60–64",2014,"Public order offences",4
"60–64",2014,"Traffic and vehicle regulatory offences",7
"60–64",2014,"Offences against justice procedures",24
"60–64",2014,"Miscellaneous offences",4
"60–64",2015,"Homicide and related offences",126
"60–64",2015,"Acts intended to cause injury",28
"60–64",2015,"Sexual assault and related offences",246
"60–64",2015,"Dangerous or negligent acts endangering persons",12
"60–64",2015,"Abduction, harassment and other offences against the person",0
"60–64",2015,"Robbery, extortion and related offences",5
"60–64",2015,"Unlawful entry with intent",15
"60–64",2015,"Theft and related offences",14
"60–64",2015,"Fraud, deception and related offences",45
"60–64",2015,"Illicit drug offences",120
"60–64",2015,"Prohibited and regulated weapons and explosives offences",5
"60–64",2015,"Property damage and environmental pollution",8
"60–64",2015,"Public order offences",0
"60–64",2015,"Traffic and vehicle regulatory offences",16
"60–64",2015,"Offences against justice procedures",17
"60–64",2015,"Miscellaneous offences",4
"60–64",2016,"Homicide and related offences",126
"60–64",2016,"Acts intended to cause injury",38
"60–64",2016,"Sexual assault and related offences",294
"60–64",2016,"Dangerous or negligent acts endangering persons",6
"60–64",2016,"Abduction, harassment and other offences against the person",0
"60–64",2016,"Robbery, extortion and related offences",3
"60–64",2016,"Unlawful entry with intent",16
"60–64",2016,"Theft and related offences",11
"60–64",2016,"Fraud, deception and related offences",50
"60–64",2016,"Illicit drug offences",110
"60–64",2016,"Prohibited and regulated weapons and explosives offences",3
"60–64",2016,"Property damage and environmental pollution",4
"60–64",2016,"Public order offences",3
"60–64",2016,"Traffic and vehicle regulatory offences",12
"60–64",2016,"Offences against justice procedures",24
"60–64",2016,"Miscellaneous offences",3
"60–64",2017,"Homicide and related offences",140
"60–64",2017,"Acts intended to cause injury",50
"60–64",2017,"Sexual assault and related offences",295
"60–64",2017,"Dangerous or negligent acts endangering persons",5
"60–64",2017,"Abduction, harassment and other offences against the person",3
"60–64",2017,"Robbery, extortion and related offences",8
"60–64",2017,"Unlawful entry with intent",9
"60–64",2017,"Theft and related offences",14
"60–64",2017,"Fraud, deception and related offences",31
"60–64",2017,"Illicit drug offences",145
"60–64",2017,"Prohibited and regulated weapons and explosives offences",5
"60–64",2017,"Property damage and environmental pollution",3
"60–64",2017,"Public order offences",3
"60–64",2017,"Traffic and vehicle regulatory offences",10
"60–64",2017,"Offences against justice procedures",24
"60–64",2017,"Miscellaneous offences",4
"60–64",2018,"Homicide and related offences",142
"60–64",2018,"Acts intended to cause injury",43
"60–64",2018,"Sexual assault and related offences",330
"60–64",2018,"Dangerous or negligent acts endangering persons",5
"60–64",2018,"Abduction, harassment and other offences against the person",4
"60–64",2018,"Robbery, extortion and related offences",9
"60–64",2018,"Unlawful entry with intent",15
"60–64",2018,"Theft and related offences",7
"60–64",2018,"Fraud, deception and related offences",25
"60–64",2018,"Illicit drug offences",151
"60–64",2018,"Prohibited and regulated weapons and explosives offences",7
"60–64",2018,"Property damage and environmental pollution",6
"60–64",2018,"Public order offences",0
"60–64",2018,"Traffic and vehicle regulatory offences",19
"60–64",2018,"Offences against justice procedures",35
"60–64",2018,"Miscellaneous offences",3
"60–64",2019,"Homicide and related offences",147
"60–64",2019,"Acts intended to cause injury",58
"60–64",2019,"Sexual assault and related offences",354
"60–64",2019,"Dangerous or negligent acts endangering persons",4
"60–64",2019,"Abduction, harassment and other offences against the person",3
"60–64",2019,"Robbery, extortion and related offences",10
"60–64",2019,"Unlawful entry with intent",9
"60–64",2019,"Theft and related offences",13
"60–64",2019,"Fraud, deception and related offences",23
"60–64",2019,"Illicit drug offences",137
"60–64",2019,"Prohibited and regulated weapons and explosives offences",8
"60–64",2019,"Property damage and environmental pollution",11
"60–64",2019,"Public order offences",0
"60–64",2019,"Traffic and vehicle regulatory offences",3
"60–64",2019,"Offences against justice procedures",31
"60–64",2019,"Miscellaneous offences",4
"60–64",2020,"Homicide and related offences",142
"60–64",2020,"Acts intended to cause injury",57
"60–64",2020,"Sexual assault and related offences",378
"60–64",2020,"Dangerous or negligent acts endangering persons",10
"60–64",2020,"Abduction, harassment and other offences against the person",9
"60–64",2020,"Robbery, extortion and related offences",5
"60–64",2020,"Unlawful entry with intent",11
"60–64",2020,"Theft and related offences",12
"60–64",2020,"Fraud, deception and related offences",33
"60–64",2020,"Illicit drug offences",133
"60–64",2020,"Prohibited and regulated weapons and explosives offences",3
"60–64",2020,"Property damage and environmental pollution",3
"60–64",2020,"Public order offences",0
"60–64",2020,"Traffic and vehicle regulatory offences",9
"60–64",2020,"Offences against justice procedures",33
"60–64",2020,"Miscellaneous offences",5
"65+",2011,"Homicide and related offences",102
"65+",2011,"Acts intended to cause injury",22
"65+",2011,"Sexual assault and related offences",313
"65+",2011,"Robbery, extortion and related offences",3
"65+",2011,"Unlawful entry with intent",4
"65+",2011,"Illicit drug offences",52
"65+",2011,"Theft and related offences",4
"65+",2011,"Miscellaneous offences",71
"65+",2012,"Homicide and related offences",114
"65+",2012,"Acts intended to cause injury",18
"65+",2012,"Sexual assault and related offences",290
"65+",2012,"Robbery, extortion and related offences",3
"65+",2012,"Unlawful entry with intent",3
"65+",2012,"Theft and related offences",10
"65+",2012,"Illicit drug offences",60
"65+",2012,"Offences against justice procedures",27
"65+",2012,"Miscellaneous offences",56
"65+",2013,"Homicide and related offences",120
"65+",2013,"Acts intended to cause injury",23
"65+",2013,"Sexual assault and related offences",340
"65+",2013,"Dangerous or negligent acts endangering persons",3
"65+",2013,"Abduction, harassment and other offences against the person",0
"65+",2013,"Robbery, extortion and related offences",3
"65+",2013,"Unlawful entry with intent",3
"65+",2013,"Theft and related offences",3
"65+",2013,"Fraud, deception and related offences",30
"65+",2013,"Illicit drug offences",65
"65+",2013,"Prohibited and regulated weapons and explosives offences",0
"65+",2013,"Property damage and environmental pollution",7
"65+",2013,"Public order offences",11
"65+",2013,"Traffic and vehicle regulatory offences",3
"65+",2013,"Offences against justice procedures",13
"65+",2013,"Miscellaneous offences",3
"65+",2014,"Homicide and related offences",126
"65+",2014,"Acts intended to cause injury",22
"65+",2014,"Sexual assault and related offences",381
"65+",2014,"Dangerous or negligent acts endangering persons",3
"65+",2014,"Abduction, harassment and other offences against the person",0
"65+",2014,"Robbery, extortion and related offences",3
"65+",2014,"Unlawful entry with intent",3
"65+",2014,"Theft and related offences",5
"65+",2014,"Fraud, deception and related offences",37
"65+",2014,"Illicit drug offences",68
"65+",2014,"Prohibited and regulated weapons and explosives offences",0
"65+",2014,"Property damage and environmental pollution",4
"65+",2014,"Public order offences",14
"65+",2014,"Traffic and vehicle regulatory offences",8
"65+",2014,"Offences against justice procedures",26
"65+",2014,"Miscellaneous offences",3
"65+",2015,"Homicide and related offences",139
"65+",2015,"Acts intended to cause injury",18
"65+",2015,"Sexual assault and related offences",475
"65+",2015,"Dangerous or negligent acts endangering persons",3
"65+",2015,"Abduction, harassment and other offences against the person",3
"65+",2015,"Robbery, extortion and related offences",0
"65+",2015,"Unlawful entry with intent",0
"65+",2015,"Theft and related offences",4
"65+",2015,"Fraud, deception and related offences",37
"65+",2015,"Illicit drug offences",90
"65+",2015,"Prohibited and regulated weapons and explosives offences",0
"65+",2015,"Property damage and environmental pollution",0
"65+",2015,"Public order offences",13
"65+",2015,"Traffic and vehicle regulatory offences",9
"65+",2015,"Offences against justice procedures",28
"65+",2015,"Miscellaneous offences",4
"65+",2016,"Homicide and related offences",153
"65+",2016,"Acts intended to cause injury",22
"65+",2016,"Sexual assault and related offences",536
"65+",2016,"Dangerous or negligent acts endangering persons",6
"65+",2016,"Abduction, harassment and other offences against the person",0
"65+",2016,"Robbery, extortion and related offences",3
"65+",2016,"Unlawful entry with intent",4
"65+",2016,"Theft and related offences",5
"65+",2016,"Fraud, deception and related offences",41
"65+",2016,"Illicit drug offences",91
"65+",2016,"Prohibited and regulated weapons and explosives offences",0
"65+",2016,"Property damage and environmental pollution",3
"65+",2016,"Public order offences",15
"65+",2016,"Traffic and vehicle regulatory offences",7
"65+",2016,"Offences against justice procedures",25
"65+",2016,"Miscellaneous offences",3
"65+",2017,"Homicide and related offences",167
"65+",2017,"Acts intended to cause injury",31
"65+",2017,"Sexual assault and related offences",629
"65+",2017,"Dangerous or negligent acts endangering persons",5
"65+",2017,"Abduction, harassment and other offences against the person",7
"65+",2017,"Robbery, extortion and related offences",0
"65+",2017,"Unlawful entry with intent",4
"65+",2017,"Theft and related offences",7
"65+",2017,"Fraud, deception and related offences",45
"65+",2017,"Illicit drug offences",94
"65+",2017,"Prohibited and regulated weapons and explosives offences",4
"65+",2017,"Property damage and environmental pollution",7
"65+",2017,"Public order offences",3
"65+",2017,"Traffic and vehicle regulatory offences",8
"65+",2017,"Offences against justice procedures",17
"65+",2017,"Miscellaneous offences",8
"65+",2018,"Homicide and related offences",184
"65+",2018,"Acts intended to cause injury",32
"65+",2018,"Sexual assault and related offences",716
"65+",2018,"Dangerous or negligent acts endangering persons",3
"65+",2018,"Abduction, harassment and other offences against the person",3
"65+",2018,"Robbery, extortion and related offences",5
"65+",2018,"Unlawful entry with intent",5
"65+",2018,"Theft and related offences",3
"65+",2018,"Fraud, deception and related offences",45
"65+",2018,"Illicit drug offences",100
"65+",2018,"Prohibited and regulated weapons and explosives offences",6
"65+",2018,"Property damage and environmental pollution",6
"65+",2018,"Public order offences",3
"65+",2018,"Traffic and vehicle regulatory offences",8
"65+",2018,"Offences against justice procedures",20
"65+",2018,"Miscellaneous offences",3
"65+",2019,"Homicide and related offences",194
"65+",2019,"Acts intended to cause injury",32
"65+",2019,"Sexual assault and related offences",780
"65+",2019,"Dangerous or negligent acts endangering persons",6
"65+",2019,"Abduction, harassment and other offences against the person",3
"65+",2019,"Robbery, extortion and related offences",6
"65+",2019,"Unlawful entry with intent",3
"65+",2019,"Theft and related offences",12
"65+",2019,"Fraud, deception and related offences",43
"65+",2019,"Illicit drug offences",103
"65+",2019,"Prohibited and regulated weapons and explosives offences",3
"65+",2019,"Property damage and environmental pollution",3
"65+",2019,"Public order offences",0
"65+",2019,"Traffic and vehicle regulatory offences",5
"65+",2019,"Offences against justice procedures",13
"65+",2019,"Miscellaneous offences",8
"65+",2020,"Homicide and related offences",203
"65+",2020,"Acts intended to cause injury",33
"65+",2020,"Sexual assault and related offences",777
"65+",2020,"Dangerous or negligent acts endangering persons",0
"65+",2020,"Abduction, harassment and other offences against the person",3
"65+",2020,"Robbery, extortion and related offences",12
"65+",2020,"Unlawful entry with intent",0
"65+",2020,"Theft and related offences",9
"65+",2020,"Fraud, deception and related offences",40
"65+",2020,"Illicit drug offences",98
"65+",2020,"Prohibited and regulated weapons and explosives offences",3
"65+",2020,"Property damage and environmental pollution",3
"65+",2020,"Public order offences",3
"65+",2020,"Traffic and vehicle regulatory offences",3
"65+",2020,"Offences against justice procedures",15
"65+",2020,"Miscellaneous offences",4
